file,cluster,split
001398.npy,2,val
001399.npy,2,val
001400.npy,4,train
001401.npy,2,val
001402.npy,6,train
001403.npy,9,val
001404.npy,2,val
001405.npy,7,train
001406.npy,7,train
001407.npy,7,train
001408.npy,7,train
001409.npy,7,train
001410.npy,7,train
001411.npy,7,train
001412.npy,3,train
001413.npy,3,train
001414.npy,3,train
001415.npy,3,train
001416.npy,2,val
001417.npy,11,train
001418.npy,11,train
001419.npy,11,train
001420.npy,9,val
001421.npy,2,val
001422.npy,2,val
001423.npy,2,val
001424.npy,2,val
001425.npy,5,train
001426.npy,5,train
001427.npy,2,val
001428.npy,7,train
001429.npy,5,train
001430.npy,5,train
001431.npy,5,train
001432.npy,8,train
001433.npy,5,train
001434.npy,5,train
001435.npy,5,train
001436.npy,2,val
001437.npy,11,train
001438.npy,11,train
001439.npy,11,train
001440.npy,11,train
001441.npy,11,train
001442.npy,11,train
001443.npy,11,train
001444.npy,3,train
001445.npy,7,train
001446.npy,7,train
001447.npy,7,train
001448.npy,2,val
001449.npy,2,val
001450.npy,10,train
001451.npy,10,train
001452.npy,2,val
001453.npy,10,train
001454.npy,10,train
001455.npy,10,train
001456.npy,1,train
001457.npy,1,train
001458.npy,1,train
001459.npy,1,train
001460.npy,11,train
001461.npy,9,val
001462.npy,9,val
001463.npy,9,val
001464.npy,11,train
001465.npy,6,train
001466.npy,6,train
001467.npy,6,train
001468.npy,4,train
001469.npy,0,train
001470.npy,0,train
001471.npy,0,train
001472.npy,2,val
001473.npy,9,val
001474.npy,2,val
001475.npy,9,val
001476.npy,1,train
001477.npy,1,train
001478.npy,1,train
001479.npy,4,train
001480.npy,1,train
001481.npy,5,train
001482.npy,5,train
001483.npy,5,train
001484.npy,10,train
001485.npy,9,val
001486.npy,9,val
001487.npy,9,val
001488.npy,2,val
001489.npy,6,train
001490.npy,3,train
001491.npy,8,train
001492.npy,4,train
001493.npy,6,train
001494.npy,6,train
001495.npy,6,train
001496.npy,6,train
001497.npy,9,val
001498.npy,9,val
001499.npy,9,val
001500.npy,3,train
001501.npy,11,train
001502.npy,11,train
001503.npy,11,train
001504.npy,11,train
001505.npy,4,train
001506.npy,4,train
001507.npy,4,train
001508.npy,3,train
001509.npy,3,train
001510.npy,3,train
001511.npy,3,train
001512.npy,10,train
001513.npy,7,train
001514.npy,7,train
001515.npy,7,train
001516.npy,3,train
001517.npy,4,train
001518.npy,4,train
001519.npy,4,train
001520.npy,10,train
001521.npy,0,train
001522.npy,3,train
001523.npy,0,train
001524.npy,7,train
001525.npy,4,train
001526.npy,4,train
001527.npy,0,train
001528.npy,8,train
001529.npy,4,train
001530.npy,11,train
001531.npy,11,train
001532.npy,0,train
001533.npy,4,train
001534.npy,4,train
001535.npy,4,train
001536.npy,1,train
001537.npy,0,train
001538.npy,4,train
001539.npy,4,train
001540.npy,5,train
001541.npy,5,train
001542.npy,5,train
001543.npy,5,train
001544.npy,4,train
001545.npy,7,train
001546.npy,7,train
001547.npy,7,train
001548.npy,8,train
001549.npy,11,train
001550.npy,11,train
001551.npy,11,train
001552.npy,1,train
001553.npy,10,train
001554.npy,10,train
001555.npy,10,train
001556.npy,5,train
001557.npy,6,train
001558.npy,3,train
001559.npy,3,train
001560.npy,1,train
001561.npy,6,train
001562.npy,6,train
001563.npy,6,train
001564.npy,0,train
001565.npy,1,train
001566.npy,1,train
001567.npy,3,train
001568.npy,4,train
001569.npy,4,train
001570.npy,4,train
001571.npy,4,train
001572.npy,11,train
001573.npy,0,train
001574.npy,0,train
001575.npy,3,train
001576.npy,6,train
001577.npy,7,train
001578.npy,7,train
001579.npy,7,train
001580.npy,4,train
001581.npy,4,train
001582.npy,4,train
001583.npy,0,train
001584.npy,6,train
001585.npy,11,train
001586.npy,11,train
001587.npy,11,train
001588.npy,8,train
001589.npy,3,train
001590.npy,1,train
001591.npy,1,train
001592.npy,8,train
001593.npy,2,val
001594.npy,2,val
001595.npy,2,val
001596.npy,10,train
001597.npy,10,train
001598.npy,3,train
001599.npy,2,val
001600.npy,4,train
001601.npy,4,train
001602.npy,11,train
001603.npy,4,train
001604.npy,4,train
001605.npy,6,train
001606.npy,6,train
001607.npy,6,train
001608.npy,3,train
001609.npy,9,val
001610.npy,3,train
001611.npy,3,train
001612.npy,10,train
001613.npy,7,train
001614.npy,7,train
001615.npy,7,train
001616.npy,1,train
001617.npy,1,train
001618.npy,9,val
001619.npy,1,train
001620.npy,4,train
001621.npy,10,train
001622.npy,10,train
001623.npy,2,val
001624.npy,11,train
001625.npy,2,val
001626.npy,2,val
001627.npy,2,val
001628.npy,2,val
001629.npy,1,train
001630.npy,11,train
001631.npy,11,train
001632.npy,3,train
001633.npy,10,train
001634.npy,10,train
001635.npy,5,train
001636.npy,10,train
001637.npy,7,train
001638.npy,7,train
001639.npy,7,train
001640.npy,4,train
001641.npy,4,train
001642.npy,4,train
001643.npy,7,train
001644.npy,3,train
001645.npy,1,train
001646.npy,1,train
001647.npy,1,train
001648.npy,3,train
001649.npy,4,train
001650.npy,4,train
001651.npy,4,train
001652.npy,11,train
001653.npy,2,val
001654.npy,10,train
001655.npy,10,train
001656.npy,5,train
001657.npy,3,train
001658.npy,3,train
001659.npy,3,train
001660.npy,11,train
001661.npy,10,train
001662.npy,2,val
001663.npy,10,train
001664.npy,3,train
001665.npy,9,val
001666.npy,8,train
001667.npy,3,train
001668.npy,10,train
001669.npy,2,val
001670.npy,2,val
001671.npy,8,train
001672.npy,1,train
001673.npy,4,train
001674.npy,4,train
001675.npy,4,train
001676.npy,1,train
001677.npy,4,train
001678.npy,4,train
001679.npy,4,train
001680.npy,2,val
001681.npy,1,train
001682.npy,1,train
001683.npy,1,train
001684.npy,1,train
001685.npy,2,val
001686.npy,2,val
001687.npy,9,val
001688.npy,2,val
001689.npy,6,train
001690.npy,8,train
001691.npy,8,train
001692.npy,0,train
001693.npy,0,train
001694.npy,0,train
001695.npy,1,train
001696.npy,1,train
001697.npy,7,train
001698.npy,4,train
001699.npy,4,train
001700.npy,0,train
001701.npy,4,train
001702.npy,4,train
001703.npy,4,train
001704.npy,3,train
001705.npy,10,train
001706.npy,10,train
001707.npy,10,train
001708.npy,9,val
001709.npy,8,train
001710.npy,8,train
001711.npy,8,train
001712.npy,6,train
001713.npy,10,train
001714.npy,10,train
001715.npy,10,train
001716.npy,2,val
001717.npy,8,train
001718.npy,8,train
001719.npy,8,train
001720.npy,9,val
001721.npy,11,train
001722.npy,11,train
001723.npy,11,train
001724.npy,11,train
001725.npy,8,train
001726.npy,8,train
001727.npy,8,train
001728.npy,7,train
001729.npy,8,train
001730.npy,3,train
001731.npy,3,train
001732.npy,6,train
001733.npy,1,train
001734.npy,7,train
001735.npy,7,train
001736.npy,0,train
001737.npy,11,train
001738.npy,11,train
001739.npy,11,train
001740.npy,4,train
001741.npy,7,train
001742.npy,7,train
001743.npy,7,train
001744.npy,0,train
001745.npy,9,val
001746.npy,9,val
001747.npy,9,val
001748.npy,11,train
001749.npy,8,train
001750.npy,8,train
001751.npy,2,val
001752.npy,5,train
001753.npy,6,train
001754.npy,6,train
001755.npy,6,train
001756.npy,4,train
001757.npy,1,train
001758.npy,1,train
001759.npy,11,train
001760.npy,9,val
001761.npy,7,train
001762.npy,1,train
001763.npy,7,train
001764.npy,8,train
001765.npy,10,train
001766.npy,10,train
001767.npy,10,train
001768.npy,2,val
001769.npy,8,train
001770.npy,8,train
001771.npy,2,val
001772.npy,10,train
001773.npy,7,train
001774.npy,7,train
001775.npy,7,train
001776.npy,2,val
001777.npy,10,train
001778.npy,3,train
001779.npy,3,train
001780.npy,5,train
001781.npy,2,val
001782.npy,8,train
001783.npy,2,val
001784.npy,11,train
001785.npy,9,val
001786.npy,9,val
001787.npy,9,val
001788.npy,4,train
001789.npy,8,train
001790.npy,8,train
001791.npy,8,train
001792.npy,11,train
001793.npy,2,val
001794.npy,2,val
001795.npy,2,val
001796.npy,7,train
001797.npy,0,train
001798.npy,1,train
001799.npy,0,train
001800.npy,0,train
001801.npy,0,train
001802.npy,0,train
001803.npy,0,train
001804.npy,5,train
001805.npy,3,train
001806.npy,3,train
001807.npy,3,train
001808.npy,9,val
001809.npy,7,train
001810.npy,7,train
001811.npy,7,train
001812.npy,1,train
001813.npy,3,train
001814.npy,3,train
001815.npy,8,train
001816.npy,3,train
001817.npy,0,train
001818.npy,0,train
001819.npy,0,train
001820.npy,2,val
001821.npy,6,train
001822.npy,6,train
001823.npy,6,train
001824.npy,0,train
001825.npy,7,train
001826.npy,7,train
001827.npy,7,train
001828.npy,0,train
001829.npy,3,train
001830.npy,3,train
001831.npy,3,train
001832.npy,11,train
001833.npy,4,train
001834.npy,4,train
001835.npy,4,train
001836.npy,11,train
001837.npy,4,train
001838.npy,4,train
001839.npy,4,train
001840.npy,8,train
001841.npy,0,train
001842.npy,0,train
001843.npy,4,train
001844.npy,10,train
001845.npy,4,train
001846.npy,4,train
001847.npy,4,train
001848.npy,1,train
001849.npy,2,val
001850.npy,2,val
001851.npy,8,train
001852.npy,5,train
001853.npy,9,val
001854.npy,9,val
001855.npy,9,val
001856.npy,4,train
001857.npy,8,train
001858.npy,10,train
001859.npy,8,train
001860.npy,10,train
001861.npy,3,train
001862.npy,3,train
001863.npy,3,train
001864.npy,3,train
001865.npy,8,train
001866.npy,8,train
001867.npy,8,train
001868.npy,8,train
001869.npy,8,train
001870.npy,8,train
001871.npy,8,train
001872.npy,1,train
001873.npy,4,train
001874.npy,4,train
001875.npy,4,train
001876.npy,0,train
001877.npy,0,train
001878.npy,6,train
001879.npy,6,train
001880.npy,2,val
001881.npy,2,val
001882.npy,2,val
001883.npy,2,val
001884.npy,5,train
001885.npy,5,train
001886.npy,5,train
001887.npy,5,train
001888.npy,1,train
001889.npy,6,train
001890.npy,3,train
001891.npy,6,train
001892.npy,2,val
001893.npy,3,train
001894.npy,3,train
001895.npy,3,train
001896.npy,6,train
001897.npy,3,train
001898.npy,3,train
001899.npy,3,train
001900.npy,1,train
001901.npy,1,train
001902.npy,4,train
001903.npy,1,train
001904.npy,3,train
001905.npy,2,val
001906.npy,5,train
001907.npy,5,train
001908.npy,6,train
001909.npy,4,train
001910.npy,4,train
001911.npy,4,train
001912.npy,3,train
001913.npy,4,train
001914.npy,4,train
001915.npy,4,train
001916.npy,2,val
001917.npy,4,train
001918.npy,4,train
001919.npy,1,train
001920.npy,4,train
001921.npy,10,train
001922.npy,10,train
001923.npy,10,train
001924.npy,3,train
001925.npy,5,train
001926.npy,5,train
001927.npy,5,train
001928.npy,10,train
001929.npy,11,train
001930.npy,11,train
001931.npy,11,train
001932.npy,8,train
001933.npy,10,train
001934.npy,10,train
001935.npy,10,train
001936.npy,5,train
001937.npy,10,train
001938.npy,8,train
001939.npy,8,train
001940.npy,11,train
001941.npy,4,train
001942.npy,7,train
001943.npy,7,train
001944.npy,11,train
001945.npy,6,train
001946.npy,6,train
001947.npy,1,train
001948.npy,11,train
001949.npy,1,train
001950.npy,1,train
001951.npy,1,train
001952.npy,9,val
001953.npy,7,train
001954.npy,7,train
001955.npy,7,train
001956.npy,11,train
001957.npy,9,val
001958.npy,1,train
001959.npy,9,val
001960.npy,11,train
001961.npy,1,train
001962.npy,1,train
001963.npy,1,train
001964.npy,8,train
001965.npy,9,val
001966.npy,9,val
001967.npy,9,val
001968.npy,0,train
001969.npy,2,val
001970.npy,2,val
001971.npy,2,val
001972.npy,1,train
001973.npy,7,train
001974.npy,7,train
001975.npy,7,train
001976.npy,5,train
001977.npy,8,train
001978.npy,8,train
001979.npy,8,train
001980.npy,1,train
001981.npy,9,val
001982.npy,9,val
001983.npy,2,val
001984.npy,6,train
001985.npy,2,val
001986.npy,2,val
001987.npy,2,val
001988.npy,5,train
001989.npy,10,train
001990.npy,8,train
001991.npy,10,train
001992.npy,5,train
001993.npy,1,train
001994.npy,1,train
001995.npy,1,train
001996.npy,3,train
001997.npy,4,train
001998.npy,4,train
001999.npy,4,train
002000.npy,3,train
002001.npy,6,train
002002.npy,10,train
002003.npy,10,train
002004.npy,0,train
002005.npy,7,train
002006.npy,7,train
002007.npy,7,train
002008.npy,2,val
002009.npy,2,val
002010.npy,9,val
002011.npy,9,val
002012.npy,3,train
002013.npy,0,train
002014.npy,0,train
002015.npy,0,train
002016.npy,10,train
002017.npy,3,train
002018.npy,3,train
002019.npy,3,train
002020.npy,4,train
002021.npy,2,val
002022.npy,2,val
002023.npy,8,train
002024.npy,9,val
002025.npy,8,train
002026.npy,8,train
002027.npy,8,train
002028.npy,3,train
002029.npy,2,val
002030.npy,2,val
002031.npy,2,val
002032.npy,11,train
002033.npy,4,train
002034.npy,4,train
002035.npy,4,train
002036.npy,9,val
002037.npy,6,train
002038.npy,6,train
002039.npy,6,train
002040.npy,9,val
002041.npy,2,val
002042.npy,5,train
002043.npy,2,val
002044.npy,9,val
002045.npy,8,train
002046.npy,8,train
002047.npy,8,train
002048.npy,7,train
002049.npy,7,train
002050.npy,7,train
002051.npy,7,train
002052.npy,10,train
002053.npy,11,train
002054.npy,11,train
002055.npy,11,train
002056.npy,7,train
002057.npy,1,train
002058.npy,1,train
002059.npy,1,train
002060.npy,3,train
002061.npy,8,train
002062.npy,8,train
002063.npy,8,train
002064.npy,11,train
002065.npy,3,train
002066.npy,3,train
002067.npy,3,train
002068.npy,0,train
002069.npy,7,train
002070.npy,7,train
002071.npy,7,train
002072.npy,11,train
002073.npy,3,train
002074.npy,3,train
002075.npy,3,train
002076.npy,5,train
002077.npy,1,train
002078.npy,1,train
002079.npy,1,train
002080.npy,1,train
002081.npy,2,val
002082.npy,2,val
002083.npy,2,val
002084.npy,8,train
002085.npy,8,train
002086.npy,8,train
002087.npy,8,train
002088.npy,1,train
002089.npy,0,train
002090.npy,10,train
002091.npy,0,train
002092.npy,3,train
002093.npy,6,train
002094.npy,6,train
002095.npy,6,train
002096.npy,11,train
002097.npy,10,train
002098.npy,2,val
002099.npy,10,train
002100.npy,6,train
002101.npy,9,val
002102.npy,9,val
002103.npy,9,val
002104.npy,2,val
002105.npy,5,train
002106.npy,5,train
002107.npy,5,train
002108.npy,10,train
002109.npy,4,train
002110.npy,4,train
002111.npy,4,train
002112.npy,0,train
002113.npy,10,train
002114.npy,10,train
002115.npy,10,train
002116.npy,8,train
002117.npy,9,val
002118.npy,9,val
002119.npy,9,val
002120.npy,1,train
002121.npy,3,train
002122.npy,3,train
002123.npy,3,train
002124.npy,3,train
002125.npy,0,train
002126.npy,0,train
002127.npy,0,train
002128.npy,10,train
002129.npy,5,train
002130.npy,5,train
002131.npy,5,train
002132.npy,0,train
002133.npy,3,train
002134.npy,3,train
002135.npy,11,train
002136.npy,6,train
002137.npy,3,train
002138.npy,3,train
002139.npy,3,train
002140.npy,4,train
002141.npy,5,train
002142.npy,5,train
002143.npy,10,train
002144.npy,2,val
002145.npy,8,train
002146.npy,8,train
002147.npy,8,train
002148.npy,0,train
002149.npy,0,train
002150.npy,0,train
002151.npy,0,train
002152.npy,0,train
002153.npy,10,train
002154.npy,10,train
002155.npy,10,train
002156.npy,3,train
002157.npy,3,train
002158.npy,10,train
002159.npy,3,train
002160.npy,8,train
002161.npy,3,train
002162.npy,8,train
002163.npy,8,train
002164.npy,9,val
002165.npy,2,val
002166.npy,2,val
002167.npy,2,val
002168.npy,2,val
002169.npy,6,train
002170.npy,6,train
002171.npy,6,train
002172.npy,0,train
002173.npy,0,train
002174.npy,0,train
002175.npy,0,train
002176.npy,1,train
002177.npy,11,train
002178.npy,11,train
002179.npy,11,train
002180.npy,10,train
002181.npy,2,val
002182.npy,2,val
002183.npy,2,val
002184.npy,1,train
002185.npy,10,train
002186.npy,10,train
002187.npy,10,train
002188.npy,6,train
002189.npy,9,val
002190.npy,9,val
002191.npy,9,val
002192.npy,0,train
002193.npy,1,train
002194.npy,1,train
002195.npy,1,train
002196.npy,3,train
002197.npy,7,train
002198.npy,7,train
002199.npy,7,train
002200.npy,2,val
002201.npy,11,train
002202.npy,11,train
002203.npy,11,train
002204.npy,2,val
002205.npy,5,train
002206.npy,5,train
002207.npy,5,train
002208.npy,2,val
002209.npy,11,train
002210.npy,11,train
002211.npy,11,train
002212.npy,11,train
002213.npy,7,train
002214.npy,7,train
002215.npy,7,train
002216.npy,7,train
002217.npy,7,train
002218.npy,7,train
002219.npy,7,train
002220.npy,9,val
002221.npy,1,train
002222.npy,9,val
002223.npy,9,val
002224.npy,7,train
002225.npy,7,train
002226.npy,7,train
002227.npy,7,train
002228.npy,1,train
002229.npy,5,train
002230.npy,5,train
002231.npy,5,train
002232.npy,2,val
002233.npy,5,train
002234.npy,5,train
002235.npy,5,train
002236.npy,1,train
002237.npy,1,train
002238.npy,1,train
002239.npy,1,train
002240.npy,11,train
002241.npy,9,val
002242.npy,9,val
002243.npy,9,val
002244.npy,5,train
002245.npy,7,train
002246.npy,7,train
002247.npy,7,train
002248.npy,6,train
002249.npy,3,train
002250.npy,3,train
002251.npy,11,train
002252.npy,2,val
002253.npy,2,val
002254.npy,2,val
002255.npy,2,val
002256.npy,11,train
002257.npy,1,train
002258.npy,1,train
002259.npy,1,train
002260.npy,3,train
002261.npy,8,train
002262.npy,8,train
002263.npy,8,train
002264.npy,5,train
002265.npy,7,train
002266.npy,7,train
002267.npy,7,train
002268.npy,0,train
002269.npy,4,train
002270.npy,4,train
002271.npy,4,train
002272.npy,1,train
002273.npy,7,train
002274.npy,7,train
002275.npy,7,train
002276.npy,11,train
002277.npy,8,train
002278.npy,3,train
002279.npy,3,train
002280.npy,11,train
002281.npy,3,train
002282.npy,3,train
002283.npy,3,train
002284.npy,4,train
002285.npy,7,train
002286.npy,7,train
002287.npy,7,train
002288.npy,3,train
002289.npy,9,val
002290.npy,9,val
002291.npy,9,val
002292.npy,3,train
002293.npy,1,train
002294.npy,1,train
002295.npy,1,train
002296.npy,11,train
002297.npy,11,train
002298.npy,11,train
002299.npy,11,train
002300.npy,2,val
002301.npy,11,train
002302.npy,9,val
002303.npy,9,val
002304.npy,8,train
002305.npy,2,val
002306.npy,2,val
002307.npy,8,train
002308.npy,1,train
002309.npy,9,val
002310.npy,3,train
002311.npy,3,train
002312.npy,1,train
002313.npy,1,train
002314.npy,1,train
002315.npy,1,train
002316.npy,1,train
002317.npy,2,val
002318.npy,2,val
002319.npy,2,val
002320.npy,2,val
002321.npy,1,train
002322.npy,1,train
002323.npy,1,train
002324.npy,2,val
002325.npy,2,val
002326.npy,2,val
002327.npy,2,val
002328.npy,8,train
002329.npy,7,train
002330.npy,7,train
002331.npy,7,train
002332.npy,2,val
002333.npy,4,train
002334.npy,4,train
002335.npy,4,train
002336.npy,10,train
002337.npy,10,train
002338.npy,10,train
002339.npy,10,train
002340.npy,8,train
002341.npy,8,train
002342.npy,8,train
002343.npy,8,train
002344.npy,0,train
002345.npy,7,train
002346.npy,7,train
002347.npy,7,train
002348.npy,9,val
002349.npy,8,train
002350.npy,8,train
002351.npy,8,train
002352.npy,4,train
002353.npy,10,train
002354.npy,10,train
002355.npy,10,train
002356.npy,7,train
002357.npy,7,train
002358.npy,7,train
002359.npy,7,train
002360.npy,3,train
002361.npy,0,train
002362.npy,0,train
002363.npy,0,train
002364.npy,11,train
002365.npy,1,train
002366.npy,1,train
002367.npy,1,train
002368.npy,11,train
002369.npy,4,train
002370.npy,7,train
002371.npy,1,train
002372.npy,4,train
002373.npy,11,train
002374.npy,11,train
002375.npy,11,train
002376.npy,4,train
002377.npy,2,val
002378.npy,2,val
002379.npy,2,val
002380.npy,11,train
002381.npy,0,train
002382.npy,0,train
002383.npy,0,train
002384.npy,7,train
002385.npy,2,val
002386.npy,10,train
002387.npy,2,val
002388.npy,6,train
002389.npy,2,val
002390.npy,2,val
002391.npy,5,train
002392.npy,5,train
002393.npy,6,train
002394.npy,6,train
002395.npy,6,train
002396.npy,3,train
002397.npy,8,train
002398.npy,8,train
002399.npy,8,train
002400.npy,9,val
002401.npy,8,train
002402.npy,8,train
002403.npy,8,train
002404.npy,3,train
002405.npy,5,train
002406.npy,5,train
002407.npy,5,train
002408.npy,2,val
002409.npy,4,train
002410.npy,4,train
002411.npy,11,train
002412.npy,11,train
002413.npy,9,val
002414.npy,9,val
002415.npy,9,val
002416.npy,11,train
002417.npy,11,train
002418.npy,11,train
002419.npy,11,train
002420.npy,8,train
002421.npy,3,train
002422.npy,3,train
002423.npy,0,train
002424.npy,0,train
002425.npy,6,train
002426.npy,8,train
002427.npy,6,train
002428.npy,5,train
002429.npy,2,val
002430.npy,2,val
002431.npy,2,val
002432.npy,5,train
002433.npy,0,train
002434.npy,0,train
002435.npy,0,train
002436.npy,0,train
002437.npy,8,train
002438.npy,8,train
002439.npy,8,train
002440.npy,8,train
002441.npy,11,train
002442.npy,11,train
002443.npy,11,train
002444.npy,8,train
002445.npy,8,train
002446.npy,8,train
002447.npy,2,val
002448.npy,5,train
002449.npy,4,train
002450.npy,4,train
002451.npy,4,train
002452.npy,0,train
002453.npy,3,train
002454.npy,3,train
002455.npy,3,train
002456.npy,8,train
002457.npy,4,train
002458.npy,1,train
002459.npy,4,train
002460.npy,7,train
002461.npy,7,train
002462.npy,7,train
002463.npy,7,train
002464.npy,10,train
002465.npy,11,train
002466.npy,11,train
002467.npy,11,train
002468.npy,3,train
002469.npy,5,train
002470.npy,5,train
002471.npy,5,train
002472.npy,4,train
002473.npy,1,train
002474.npy,1,train
002475.npy,1,train
002476.npy,8,train
002477.npy,6,train
002478.npy,6,train
002479.npy,6,train
002480.npy,2,val
002481.npy,5,train
002482.npy,5,train
002483.npy,5,train
002484.npy,4,train
002485.npy,11,train
002486.npy,11,train
002487.npy,11,train
002488.npy,8,train
002489.npy,2,val
002490.npy,2,val
002491.npy,2,val
002492.npy,0,train
002493.npy,2,val
002494.npy,2,val
002495.npy,2,val
002496.npy,3,train
002497.npy,10,train
002498.npy,10,train
002499.npy,10,train
002500.npy,1,train
002501.npy,11,train
002502.npy,11,train
002503.npy,11,train
002504.npy,10,train
002505.npy,10,train
002506.npy,10,train
002507.npy,10,train
002508.npy,1,train
002509.npy,5,train
002510.npy,2,val
002511.npy,5,train
002512.npy,1,train
002513.npy,7,train
002514.npy,7,train
002515.npy,7,train
002516.npy,8,train
002517.npy,8,train
002518.npy,8,train
002519.npy,8,train
002520.npy,4,train
002521.npy,10,train
002522.npy,0,train
002523.npy,10,train
002524.npy,3,train
002525.npy,2,val
002526.npy,2,val
002527.npy,2,val
002528.npy,1,train
002529.npy,3,train
002530.npy,1,train
002531.npy,1,train
002532.npy,0,train
002533.npy,3,train
002534.npy,3,train
002535.npy,3,train
002536.npy,2,val
002537.npy,3,train
002538.npy,11,train
002539.npy,3,train
002540.npy,1,train
002541.npy,1,train
002542.npy,1,train
002543.npy,1,train
002544.npy,3,train
002545.npy,2,val
002546.npy,8,train
002547.npy,2,val
002548.npy,6,train
002549.npy,7,train
002550.npy,7,train
002551.npy,7,train
002552.npy,0,train
002553.npy,0,train
002554.npy,0,train
002555.npy,0,train
002556.npy,11,train
002557.npy,4,train
002558.npy,4,train
002559.npy,4,train
002560.npy,3,train
002561.npy,0,train
002562.npy,0,train
002563.npy,0,train
002564.npy,11,train
002565.npy,8,train
002566.npy,8,train
002567.npy,8,train
002568.npy,0,train
002569.npy,4,train
002570.npy,8,train
002571.npy,8,train
002572.npy,6,train
002573.npy,2,val
002574.npy,2,val
002575.npy,2,val
002576.npy,8,train
002577.npy,2,val
002578.npy,2,val
002579.npy,2,val
002580.npy,2,val
002581.npy,11,train
002582.npy,8,train
002583.npy,8,train
002584.npy,1,train
002585.npy,7,train
002586.npy,7,train
002587.npy,7,train
002588.npy,0,train
002589.npy,0,train
002590.npy,0,train
002591.npy,0,train
002592.npy,1,train
002593.npy,2,val
002594.npy,11,train
002595.npy,11,train
002596.npy,7,train
002597.npy,1,train
002598.npy,4,train
002599.npy,0,train
002600.npy,10,train
002601.npy,7,train
002602.npy,1,train
002603.npy,7,train
002604.npy,2,val
002605.npy,9,val
002606.npy,2,val
002607.npy,9,val
002608.npy,5,train
002609.npy,4,train
002610.npy,4,train
002611.npy,4,train
002612.npy,9,val
002613.npy,10,train
002614.npy,10,train
002615.npy,10,train
002616.npy,2,val
002617.npy,1,train
002618.npy,1,train
002619.npy,1,train
002620.npy,6,train
002621.npy,11,train
002622.npy,11,train
002623.npy,11,train
002624.npy,8,train
002625.npy,2,val
002626.npy,2,val
002627.npy,2,val
002628.npy,0,train
002629.npy,7,train
002630.npy,7,train
002631.npy,7,train
002632.npy,10,train
002633.npy,4,train
002634.npy,4,train
002635.npy,11,train
002636.npy,7,train
002637.npy,3,train
002638.npy,3,train
002639.npy,3,train
002640.npy,9,val
002641.npy,8,train
002642.npy,8,train
002643.npy,8,train
002644.npy,11,train
002645.npy,2,val
002646.npy,2,val
002647.npy,2,val
002648.npy,11,train
002649.npy,10,train
002650.npy,10,train
002651.npy,10,train
002652.npy,8,train
002653.npy,1,train
002654.npy,1,train
002655.npy,1,train
002656.npy,2,val
002657.npy,4,train
002658.npy,4,train
002659.npy,4,train
002660.npy,8,train
002661.npy,11,train
002662.npy,11,train
002663.npy,11,train
002664.npy,0,train
002665.npy,11,train
002666.npy,11,train
002667.npy,11,train
002668.npy,10,train
002669.npy,2,val
002670.npy,2,val
002671.npy,2,val
002672.npy,3,train
002673.npy,8,train
002674.npy,8,train
002675.npy,3,train
002676.npy,2,val
002677.npy,2,val
002678.npy,2,val
002679.npy,2,val
002680.npy,1,train
002681.npy,1,train
002682.npy,1,train
002683.npy,1,train
002684.npy,11,train
002685.npy,5,train
002686.npy,5,train
002687.npy,5,train
002688.npy,5,train
002689.npy,3,train
002690.npy,3,train
002691.npy,2,val
002692.npy,2,val
002693.npy,5,train
002694.npy,3,train
002695.npy,8,train
002696.npy,9,val
002697.npy,3,train
002698.npy,3,train
002699.npy,3,train
002700.npy,11,train
002701.npy,4,train
002702.npy,4,train
002703.npy,4,train
002704.npy,3,train
002705.npy,7,train
002706.npy,4,train
002707.npy,7,train
002708.npy,2,val
002709.npy,2,val
002710.npy,2,val
002711.npy,2,val
002712.npy,4,train
002713.npy,8,train
002714.npy,8,train
002715.npy,3,train
002716.npy,3,train
002717.npy,7,train
002718.npy,7,train
002719.npy,7,train
002720.npy,1,train
002721.npy,11,train
002722.npy,11,train
002723.npy,0,train
002724.npy,11,train
002725.npy,4,train
002726.npy,4,train
002727.npy,4,train
002728.npy,8,train
002729.npy,5,train
002730.npy,5,train
002731.npy,5,train
002732.npy,1,train
002733.npy,2,val
002734.npy,2,val
002735.npy,2,val
002736.npy,1,train
002737.npy,3,train
002738.npy,3,train
002739.npy,3,train
002740.npy,8,train
002741.npy,8,train
002742.npy,3,train
002743.npy,8,train
002744.npy,2,val
002745.npy,1,train
002746.npy,11,train
002747.npy,4,train
002748.npy,4,train
002749.npy,7,train
002750.npy,7,train
002751.npy,7,train
002752.npy,1,train
002753.npy,4,train
002754.npy,4,train
002755.npy,4,train
002756.npy,11,train
002757.npy,8,train
002758.npy,8,train
002759.npy,8,train
002760.npy,5,train
002761.npy,5,train
002762.npy,5,train
002763.npy,5,train
002764.npy,11,train
002765.npy,1,train
002766.npy,1,train
002767.npy,1,train
002768.npy,11,train
002769.npy,8,train
002770.npy,11,train
002771.npy,8,train
002772.npy,4,train
002773.npy,10,train
002774.npy,10,train
002775.npy,0,train
002776.npy,1,train
002777.npy,4,train
002778.npy,4,train
002779.npy,4,train
002780.npy,6,train
002781.npy,11,train
002782.npy,11,train
002783.npy,11,train
002784.npy,0,train
002785.npy,11,train
002786.npy,11,train
002787.npy,11,train
002788.npy,2,val
002789.npy,8,train
002790.npy,8,train
002791.npy,8,train
002792.npy,5,train
002793.npy,11,train
002794.npy,1,train
002795.npy,11,train
002796.npy,5,train
